"n","iso3","region_key"
"ssa","TCD","witch17_ssa"
"ssa","TGO","witch17_ssa"
"ssa","TZA","witch17_ssa"
"ssa","UGA","witch17_ssa"
"ssa","ZMB","witch17_ssa"
"ssa","ZWE","witch17_ssa"
"te","ARM","witch17_te"
"te","AZE","witch17_te"
"te","BLR","witch17_te"
"te","GEO","witch17_te"
"te","KAZ","witch17_te"
"te","KGZ","witch17_te"
"te","MDA","witch17_te"
"te","MNG","witch17_te"
"te","RUS","witch17_te"
"te","TJK","witch17_te"
"te","TKM","witch17_te"
"te","TUR","witch17_te"
"te","UKR","witch17_te"
"te","UZB","witch17_te"
"usa","usa","witch17_usa"
"r5asia","AFG","r5_r5asia"
"r5asia","ASM","r5_r5asia"
"r5asia","BGD","r5_r5asia"
"r5asia","BRN","r5_r5asia"
"r5asia","BTN","r5_r5asia"
"r5asia","CCK","r5_r5asia"
"r5asia","CHN","r5_r5asia"
"r5asia","FJI","r5_r5asia"
"r5asia","FSM","r5_r5asia"
"r5asia","GUM","r5_r5asia"
"r5asia","HKG","r5_r5asia"
"r5asia","IDN","r5_r5asia"
"r5asia","IND","r5_r5asia"
"r5asia","KHM","r5_r5asia"
"r5asia","KIR","r5_r5asia"
"r5asia","LAO","r5_r5asia"
"r5asia","LKA","r5_r5asia"
"r5asia","MAC","r5_r5asia"
"r5asia","MDV","r5_r5asia"
"r5asia","MHL","r5_r5asia"
"r5asia","MMR","r5_r5asia"
"r5asia","MNG","r5_r5asia"
"r5asia","MNP","r5_r5asia"
"r5asia","MYS","r5_r5asia"
"r5asia","NCL","r5_r5asia"
"r5asia","NPL","r5_r5asia"
"r5asia","PAK","r5_r5asia"
"r5asia","PHL","r5_r5asia"
"r5asia","PLW","r5_r5asia"
"r5asia","PNG","r5_r5asia"
"r5asia","PRK","r5_r5asia"
"r5asia","PYF","r5_r5asia"
"r5asia","SGP","r5_r5asia"
"r5asia","SLB","r5_r5asia"
"r5asia","THA","r5_r5asia"
"r5asia","TLS","r5_r5asia"
"r5asia","TON","r5_r5asia"
"r5asia","TWN","r5_r5asia"
"r5asia","VNM","r5_r5asia"
"r5asia","VUT","r5_r5asia"
"r5asia","WSM","r5_r5asia"
"r5lam","ABW","r5_r5lam"
"r5lam","AIA","r5_r5lam"
"r5lam","ARG","r5_r5lam"
"r5lam","ATA","r5_r5lam"
"r5lam","ATG","r5_r5lam"
"r5lam","BES","r5_r5lam"
"r5lam","BHS","r5_r5lam"
"r5lam","BLM","r5_r5lam"
"r5lam","BLZ","r5_r5lam"
"r5lam","BMU","r5_r5lam"
"r5lam","BOL","r5_r5lam"
"r5lam","BRA","r5_r5lam"
"r5lam","BRB","r5_r5lam"
"r5lam","CHL","r5_r5lam"
"r5lam","COL","r5_r5lam"
"r5lam","CRI","r5_r5lam"
"r5lam","CUB","r5_r5lam"
"r5lam","CUW","r5_r5lam"
"r5lam","CYM","r5_r5lam"
"r5lam","DMA","r5_r5lam"
"r5lam","DOM","r5_r5lam"
"r5lam","ECU","r5_r5lam"
"r5lam","FLK","r5_r5lam"
"r5lam","GLP","r5_r5lam"
"r5lam","GRD","r5_r5lam"
"r5lam","GTM","r5_r5lam"
"r5lam","GUF","r5_r5lam"
"r5lam","GUY","r5_r5lam"
"r5lam","HND","r5_r5lam"
"r5lam","HTI","r5_r5lam"
"r5lam","JAM","r5_r5lam"
"r5lam","KNA","r5_r5lam"
"r5lam","LCA","r5_r5lam"
"r5lam","MAF","r5_r5lam"
"r5lam","MEX","r5_r5lam"
"r5lam","MSR","r5_r5lam"
"r5lam","MTQ","r5_r5lam"
"r5lam","NIC","r5_r5lam"
"r5lam","PAN","r5_r5lam"
"r5lam","PER","r5_r5lam"
"r5lam","PRI","r5_r5lam"
"r5lam","PRY","r5_r5lam"
"r5lam","SGS","r5_r5lam"
"r5lam","SLV","r5_r5lam"
"r5lam","SUR","r5_r5lam"
"r5lam","SXM","r5_r5lam"
"r5lam","TCA","r5_r5lam"
"r5lam","TTO","r5_r5lam"
"r5lam","URY","r5_r5lam"
"r5lam","VCT","r5_r5lam"
"r5lam","VEN","r5_r5lam"
"r5lam","VGB","r5_r5lam"
"r5lam","VIR","r5_r5lam"
"r5maf","AGO","r5_r5maf"
"r5maf","ARE","r5_r5maf"
"r5maf","ATF","r5_r5maf"
"r5maf","BDI","r5_r5maf"
"r5maf","BEN","r5_r5maf"
"r5maf","BFA","r5_r5maf"
"r5maf","BHR","r5_r5maf"
"r5maf","BVT","r5_r5maf"
"r5maf","BWA","r5_r5maf"
"r5maf","CAF","r5_r5maf"
"r5maf","CIV","r5_r5maf"
"r5maf","CMR","r5_r5maf"
"r5maf","COD","r5_r5maf"
"r5maf","COG","r5_r5maf"
"r5maf","COM","r5_r5maf"
"r5maf","CPV","r5_r5maf"
"r5maf","DJI","r5_r5maf"
"r5maf","DZA","r5_r5maf"
"r5maf","EGY","r5_r5maf"
"r5maf","ERI","r5_r5maf"
"r5maf","ESH","r5_r5maf"
"r5maf","ETH","r5_r5maf"
"r5maf","GAB","r5_r5maf"
"r5maf","GHA","r5_r5maf"
"r5maf","GIN","r5_r5maf"
"r5maf","GMB","r5_r5maf"
"r5maf","GNB","r5_r5maf"
"r5maf","GNQ","r5_r5maf"
"r5maf","IOT","r5_r5maf"
"r5maf","IRN","r5_r5maf"
"r5maf","IRQ","r5_r5maf"
"r5maf","ISR","r5_r5maf"
"r5maf","JOR","r5_r5maf"
"r5maf","KEN","r5_r5maf"
"r5maf","KWT","r5_r5maf"
"r5maf","LBN","r5_r5maf"
"r5maf","LBR","r5_r5maf"
"r5maf","LBY","r5_r5maf"
"r5maf","LSO","r5_r5maf"
"r5maf","MAR","r5_r5maf"
"r5maf","MDG","r5_r5maf"
"r5maf","MLI","r5_r5maf"
"r5maf","MOZ","r5_r5maf"
"r5maf","MRT","r5_r5maf"
"r5maf","MUS","r5_r5maf"
"r5maf","MWI","r5_r5maf"
"r5maf","MYT","r5_r5maf"
"r5maf","NAM","r5_r5maf"
"r5maf","NER","r5_r5maf"
"r5maf","NGA","r5_r5maf"
"r5maf","OMN","r5_r5maf"
"r5maf","PSE","r5_r5maf"
"r5maf","QAT","r5_r5maf"
"r5maf","REU","r5_r5maf"
"r5maf","RWA","r5_r5maf"
"r5maf","SAU","r5_r5maf"
"r5maf","SDN","r5_r5maf"
"r5maf","SEN","r5_r5maf"
"r5maf","SHN","r5_r5maf"
"r5maf","SLE","r5_r5maf"
"r5maf","SOM","r5_r5maf"
"r5maf","SSD","r5_r5maf"
"r5maf","STP","r5_r5maf"
"r5maf","SWZ","r5_r5maf"
"r5maf","SYC","r5_r5maf"
"r5maf","SYR","r5_r5maf"
"r5maf","TCD","r5_r5maf"
"r5maf","TGO","r5_r5maf"
"r5maf","TUN","r5_r5maf"
"r5maf","TZA","r5_r5maf"
"r5maf","UGA","r5_r5maf"
"r5maf","YEM","r5_r5maf"
"r5maf","ZMB","r5_r5maf"
"r5maf","ZWE","r5_r5maf"
"r5oecd","ALA","r5_r5oecd"
"r5oecd","AND","r5_r5oecd"
"r5oecd","AUS","r5_r5oecd"
"r5oecd","AUT","r5_r5oecd"
"r5oecd","BEL","r5_r5oecd"
"r5oecd","CAN","r5_r5oecd"
"r5oecd","CHE","r5_r5oecd"
"r5oecd","COK","r5_r5oecd"
"r5oecd","CXR","r5_r5oecd"
"r5oecd","DEU","r5_r5oecd"
"r5oecd","DNK","r5_r5oecd"
"r5oecd","ESP","r5_r5oecd"
"r5oecd","FIN","r5_r5oecd"
"r5oecd","FRA","r5_r5oecd"
"r5oecd","FRO","r5_r5oecd"
"r5oecd","GBR","r5_r5oecd"
"r5oecd","GGY","r5_r5oecd"
"r5oecd","GIB","r5_r5oecd"
"r5oecd","GRC","r5_r5oecd"
"r5oecd","GRL","r5_r5oecd"
"r5oecd","HMD","r5_r5oecd"
"r5oecd","IMN","r5_r5oecd"
"r5oecd","IRL","r5_r5oecd"
"r5oecd","ISL","r5_r5oecd"
"r5oecd","ITA","r5_r5oecd"
"r5oecd","JEY","r5_r5oecd"
"r5oecd","JPN","r5_r5oecd"
"r5oecd","KOR","r5_r5oecd"
"r5oecd","LIE","r5_r5oecd"
"r5oecd","LUX","r5_r5oecd"
"r5oecd","MCO","r5_r5oecd"
"r5oecd","NFK","r5_r5oecd"
"r5oecd","NIU","r5_r5oecd"
"r5oecd","NLD","r5_r5oecd"
"r5oecd","NOR","r5_r5oecd"
"r5oecd","NRU","r5_r5oecd"
"r5oecd","NZL","r5_r5oecd"
"r5oecd","PCN","r5_r5oecd"
"r5oecd","PRT","r5_r5oecd"
"r5oecd","SJM","r5_r5oecd"
"r5oecd","SMR","r5_r5oecd"
"r5oecd","SPM","r5_r5oecd"
"r5oecd","SWE","r5_r5oecd"
"r5oecd","TKL","r5_r5oecd"
"r5oecd","TUV","r5_r5oecd"
"r5oecd","UMI","r5_r5oecd"
"r5oecd","USA","r5_r5oecd"
"r5oecd","VAT","r5_r5oecd"
"r5oecd","WLF","r5_r5oecd"
"r5oecd","ZAF","r5_r5oecd"
"r5ref","ALB","r5_r5ref"
"r5ref","ARM","r5_r5ref"
"r5ref","AZE","r5_r5ref"
"r5ref","BGR","r5_r5ref"
"r5ref","BIH","r5_r5ref"
"r5ref","BLR","r5_r5ref"
"r5ref","CYP","r5_r5ref"
"r5ref","CZE","r5_r5ref"
"r5ref","EST","r5_r5ref"
"r5ref","GEO","r5_r5ref"
"r5ref","HRV","r5_r5ref"
"r5ref","HUN","r5_r5ref"
"r5ref","KAZ","r5_r5ref"
"r5ref","KGZ","r5_r5ref"
"r5ref","KSV","r5_r5ref"
"r5ref","LTU","r5_r5ref"
"r5ref","LVA","r5_r5ref"
"r5ref","MDA","r5_r5ref"
"r5ref","MKD","r5_r5ref"
"r5ref","MLT","r5_r5ref"
"r5ref","MNE","r5_r5ref"
"r5ref","POL","r5_r5ref"
"r5ref","ROU","r5_r5ref"
"r5ref","RUS","r5_r5ref"
"r5ref","SRB","r5_r5ref"
"r5ref","SVK","r5_r5ref"
"r5ref","SVN","r5_r5ref"
"r5ref","TJK","r5_r5ref"
"r5ref","TKM","r5_r5ref"
"r5ref","TUR","r5_r5ref"
"r5ref","UKR","r5_r5ref"
"r5ref","UZB","r5_r5ref"
"world","ABW","global_world"
"world","AFG","global_world"
"world","AGO","global_world"
"world","AIA","global_world"
"world","ALA","global_world"
"world","ALB","global_world"
"world","AND","global_world"
"world","ARE","global_world"
"world","ARG","global_world"
"world","ARM","global_world"
"world","ASM","global_world"
"world","ATA","global_world"
"world","ATF","global_world"
"world","ATG","global_world"
"world","AUS","global_world"
"world","AUT","global_world"
"world","AZE","global_world"
"world","BDI","global_world"
"world","BEL","global_world"
"world","BEN","global_world"
"world","BES","global_world"
"world","BFA","global_world"
"world","BGD","global_world"
"world","BGR","global_world"
"world","BHR","global_world"
"world","BHS","global_world"
"world","BIH","global_world"
"world","BLM","global_world"
"world","BLR","global_world"
"world","BLZ","global_world"
"world","BMU","global_world"
"world","BOL","global_world"
"world","BRA","global_world"
"world","BRB","global_world"
"world","BRN","global_world"
"world","BTN","global_world"
"world","BVT","global_world"
"world","BWA","global_world"
"world","CAF","global_world"
"world","CAN","global_world"
"world","CCK","global_world"
"world","CHE","global_world"
"world","CHL","global_world"
"world","CHN","global_world"
"world","CIV","global_world"
"world","CMR","global_world"
"world","COD","global_world"
"world","COG","global_world"
"world","COK","global_world"
"world","COL","global_world"
"world","COM","global_world"
"world","CPV","global_world"
"world","CRI","global_world"
"world","CUB","global_world"
"world","CUW","global_world"
"world","CXR","global_world"
"world","CYM","global_world"
"world","CYP","global_world"
"world","CZE","global_world"
"world","DEU","global_world"
"world","DJI","global_world"
"world","DMA","global_world"
"world","DNK","global_world"
"world","DOM","global_world"
"world","DZA","global_world"
"world","ECU","global_world"
"world","EGY","global_world"
"world","ERI","global_world"
"world","ESH","global_world"
"world","ESP","global_world"
"world","EST","global_world"
"world","ETH","global_world"
"world","FIN","global_world"
"world","FJI","global_world"
"world","FLK","global_world"
"world","FRA","global_world"
"world","FRO","global_world"
"world","FSM","global_world"
"world","GAB","global_world"
"world","GBR","global_world"
"world","GEO","global_world"
"world","GGY","global_world"
"world","GHA","global_world"
"world","GIB","global_world"
"world","GIN","global_world"
"world","GLP","global_world"
"world","GMB","global_world"
"world","GNB","global_world"
"world","GNQ","global_world"
"world","GRC","global_world"
"world","GRD","global_world"
"world","GRL","global_world"
"world","GTM","global_world"
"world","GUF","global_world"
"world","GUM","global_world"
"world","GUY","global_world"
"world","HKG","global_world"
"world","HMD","global_world"
"world","HND","global_world"
"world","HRV","global_world"
"world","HTI","global_world"
"world","HUN","global_world"
"world","IDN","global_world"
"world","IMN","global_world"
"world","IND","global_world"
"world","IOT","global_world"
"world","IRL","global_world"
"world","IRN","global_world"
"world","IRQ","global_world"
"world","ISL","global_world"
"world","ISR","global_world"
"world","ITA","global_world"
"world","JAM","global_world"
"world","JEY","global_world"
"world","JOR","global_world"
"world","JPN","global_world"
"world","KAZ","global_world"
"world","KEN","global_world"
"world","KGZ","global_world"
"world","KHM","global_world"
"world","KIR","global_world"
"world","KNA","global_world"
"world","KOR","global_world"
"world","KSV","global_world"
"world","KWT","global_world"
"world","LAO","global_world"
"world","LBN","global_world"
"world","LBR","global_world"
"world","LBY","global_world"
"world","LCA","global_world"
"world","LIE","global_world"
"world","LKA","global_world"
"world","LSO","global_world"
"world","LTU","global_world"
"world","LUX","global_world"
"world","LVA","global_world"
"world","MAC","global_world"
"world","MAF","global_world"
"world","MAR","global_world"
"world","MCO","global_world"
"world","MDA","global_world"
"world","MDG","global_world"
"world","MDV","global_world"
"world","MEX","global_world"
"world","MHL","global_world"
"world","MKD","global_world"
"world","MLI","global_world"
"world","MLT","global_world"
"world","MMR","global_world"
"world","MNE","global_world"
"world","MNG","global_world"
"world","MNP","global_world"
"world","MOZ","global_world"
"world","MRT","global_world"
"world","MSR","global_world"
"world","MTQ","global_world"
"world","MUS","global_world"
"world","MWI","global_world"
"world","MYS","global_world"
"world","MYT","global_world"
"world","NAM","global_world"
"world","NCL","global_world"
"world","NER","global_world"
"world","NFK","global_world"
"world","NGA","global_world"
"world","NIC","global_world"
"world","NIU","global_world"
"world","NLD","global_world"
"world","NOR","global_world"
"world","NPL","global_world"
"world","NRU","global_world"
"world","NZL","global_world"
"world","OMN","global_world"
"world","PAK","global_world"
"world","PAN","global_world"
"world","PCN","global_world"
"world","PER","global_world"
"world","PHL","global_world"
"world","PLW","global_world"
"world","PNG","global_world"
"world","POL","global_world"
"world","PRI","global_world"
"world","PRK","global_world"
"world","PRT","global_world"
"world","PRY","global_world"
"world","PSE","global_world"
"world","PYF","global_world"
"world","QAT","global_world"
"world","REU","global_world"
"world","ROU","global_world"
"world","RUS","global_world"
"world","RWA","global_world"
"world","SAU","global_world"
"world","SDN","global_world"
"world","SEN","global_world"
"world","SGP","global_world"
"world","SGS","global_world"
"world","SHN","global_world"
"world","SJM","global_world"
"world","SLB","global_world"
"world","SLE","global_world"
"world","SLV","global_world"
"world","SMR","global_world"
"world","SOM","global_world"
"world","SPM","global_world"
"world","SRB","global_world"
"world","SSD","global_world"
"world","STP","global_world"
"world","SUR","global_world"
"world","SVK","global_world"
"world","SVN","global_world"
"world","SWE","global_world"
"world","SWZ","global_world"
"world","SXM","global_world"
"world","SYC","global_world"
"world","SYR","global_world"
"world","TCA","global_world"
"world","TCD","global_world"
"world","TGO","global_world"
"world","THA","global_world"
"world","TJK","global_world"
"world","TKL","global_world"
"world","TKM","global_world"
"world","TLS","global_world"
"world","TON","global_world"
"world","TTO","global_world"
"world","TUN","global_world"
"world","TUR","global_world"
"world","TUV","global_world"
"world","TWN","global_world"
"world","TZA","global_world"
"world","UGA","global_world"
"world","UKR","global_world"
"world","UMI","global_world"
"world","URY","global_world"
"world","USA","global_world"
"world","UZB","global_world"
"world","VAT","global_world"
"world","VCT","global_world"
"world","VEN","global_world"
"world","VGB","global_world"
"world","VIR","global_world"
"world","VNM","global_world"
"world","VUT","global_world"
"world","WLF","global_world"
"world","WSM","global_world"
"world","YEM","global_world"
"world","ZAF","global_world"
"world","ZMB","global_world"
"world","ZWE","global_world"
