"t","year","experiment_tag","ssp","regional_aggregation","calibration_id","cooperation","climate_module","damage_module","saving_rate","policy","WORLD_E","FORC","TATM","TOCEAN","exp_id"
1,2015,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",37.6404870858,2.51681522368793,0.85,0.0068,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
10,2060,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",11.3583056413484,3.33095171349871,2.31801360124357,2.24762588986671,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
11,2065,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",10.6389013010808,3.36935397408725,2.36042467057449,2.30144845870535,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
12,2070,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",9.75670069810231,3.40811620943704,2.39907505019399,2.34654512630651,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
13,2075,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",8.71999164891044,3.4453909480486,2.43423509480556,2.38671258436442,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
14,2080,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",7.48471759011009,3.47980204444018,2.46674934992591,2.42305108066683,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
15,2085,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",6.02531828442442,3.50985071288199,2.49642898359335,2.4564653380609,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
16,2090,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",4.29338465876067,3.53401938076781,2.52301225105617,2.48702388330464,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
17,2095,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",2.24439087215811,3.55054663276272,2.54585919423943,2.51454269820581,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
18,2100,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",-0.071713649781429,3.55744420554406,2.5641318203123,2.53848912621978,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
19,2105,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",-2.5582402734149,3.52377957585318,2.57674649511833,2.55809703278479,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
2,2020,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",40.0304419708018,2.70069677404948,1.08699745278963,0.65156013152,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
20,2110,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",-5.12639932267891,3.47813355542439,2.56940059771055,2.57235750454351,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
21,2115,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",-7.39486478806328,3.42018010512673,2.55558170078432,2.57009648030429,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
22,2120,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",-8.66464369854755,3.35238059412023,2.529217491629,2.55899762931724,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
23,2125,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",-9.7993488623063,3.28230690656704,2.49528050262032,2.53622599092475,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
24,2130,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",-10.708855479489,3.20957532083653,2.45559725389888,2.50491667116157,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
25,2135,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",-11.4058104804258,3.13501155669327,2.41127402005887,2.46720415460466,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
26,2140,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",-11.9426413106105,3.05948443319129,2.36356645671884,2.42443669622506,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
27,2145,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",-12.3231667279532,2.98352179045595,2.31338734041368,2.37789174410257,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
28,2150,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",-12.5501924741478,2.9077431897274,2.26148636717235,2.32856789708399,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
29,2155,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",-12.177686194293,2.83282698525709,2.20854100612818,2.2772734283359,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
3,2025,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",35.3877243799179,2.89419422406894,1.44317012375999,0.984521023989784,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
30,2160,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",-11.8227235965602,2.76347747898512,2.15517504025792,2.22471659059593,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
31,2165,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",-11.4849146266371,2.69841645940709,2.10379753798036,2.17154104607264,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
32,2170,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",-11.1637909339643,2.63686614932477,2.05395304915132,2.11974039001571,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
33,2175,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",-10.8588821403984,2.57830667570833,2.00621293579222,2.06943553405262,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
34,2180,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",-10.5697404808373,2.52235617424432,1.96035663624787,2.02109183057846,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
35,2185,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",-10.2959429249774,2.46871110715465,1.91643441990332,1.97465014191091,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
36,2190,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",-10.0370843552646,2.4171161202447,1.8742786637789,1.9301349894226,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
37,2195,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",-9.79276813724821,2.36734842198046,1.83379591637985,1.88742396965474,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
38,2200,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",-9.56259696959444,2.31920934472102,1.79483662216796,1.84641681751684,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
4,2030,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",29.7636768055355,3.04192988024811,1.65589472008016,1.33523100251133,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
5,2035,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",23.7663288548455,3.14822050853784,1.86557370806802,1.58042927185831,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
6,2040,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",17.6090900565816,3.21784198723267,2.00938379399919,1.79846741724822,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
7,2045,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",12.5357631659952,3.2540851518988,2.12887218292315,1.95974643861169,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
8,2050,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",12.2796197917046,3.26773993335815,2.20944257689163,2.08906989348085,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
9,2055,"TBD","ssp2","enerdata35","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polCBA",11.9018854839495,3.29566601640308,2.2680964953938,2.18111390105598,"TBD_enerdata35_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polCBA"
1,2015,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",37.6404870858,2.51681522368793,0.85,0.0068,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
10,2060,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",35.557102595926,3.96086326727112,2.58879677616464,2.42393163579522,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
11,2065,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",35.19206550893,4.10244475899755,2.70675955694462,2.5499971832189,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
12,2070,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",34.7235432295919,4.2405710280865,2.81944526757202,2.66986688044469,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
13,2075,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",34.143591398826,4.37479807923161,2.92814658354688,2.78424328053573,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
14,2080,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",33.4625407135787,4.50473776758615,3.03288887672979,2.89428017875161,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
15,2085,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",32.6643634493338,4.63014335395237,3.1340112822659,3.00026851169543,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
16,2090,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",31.752330866667,4.75070678770061,3.23150913409851,3.10253607139997,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
17,2095,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",30.7095564958843,4.86618798532624,3.325389862175,3.20115643296075,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
18,2100,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",29.5188563331088,4.97627511218036,3.4155770074066,3.29615259301691,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
19,2105,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",28.2975673704285,5.05118588068998,3.50194460737721,3.38747149852995,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
2,2020,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",40.0304419708018,2.70069677404948,1.08699745278963,0.65156013152,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
20,2110,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",27.0465926826286,5.1206783829396,3.57096618191771,3.47500434567874,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
21,2115,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",25.7683067092553,5.18498643160722,3.6370138650967,3.54838238903066,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
22,2120,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",24.4656116010568,5.24429020734791,3.69456994716104,3.61615520943525,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
23,2125,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",23.1407064193254,5.29874199070387,3.74792227893624,3.67611571300402,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
24,2130,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",21.7942576996867,5.34847298087421,3.79585925038137,3.73102322118056,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
25,2135,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",20.4241278322791,5.39359126604525,3.83975913861245,3.78060064849881,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
26,2140,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",19.0241161694712,5.43417187067617,3.87945303142535,3.82583669672722,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
27,2145,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",17.5833584525886,5.47024102906011,3.91542944257622,3.86683488815462,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
28,2150,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",16.0855365287178,5.50175914051211,3.94771340929472,3.90399313210626,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
29,2155,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",16.4266476396646,5.52860105364808,3.97646354288285,3.9374242180528,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
3,2025,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",36.735952676014,2.89419422406894,1.44317012375999,0.984521023989784,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
30,2160,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",16.7623801935064,5.56063880989426,4.00166280607664,3.96727597352229,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
31,2165,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",17.0905816931629,5.59619791849819,4.02785722485004,3.99357016076174,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
32,2170,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",17.4112896076227,5.63434199523764,4.05398749544255,4.01978805918561,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
33,2175,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",17.725978115761,5.67450937798485,4.0812606694117,4.04593895223463,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
34,2180,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",18.0367702077069,5.71633755966377,4.10934394900924,4.07294800704085,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
35,2185,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",18.3457801159261,5.75957614242429,4.13851004107525,4.10077847707208,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
36,2190,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",18.6559694800276,5.80404149104714,4.16861032424202,4.12963024197856,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
37,2195,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",18.9699063281137,5.84959790201499,4.19966115865581,4.15943669711002,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
38,2200,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",19.2898584960638,5.89614245711927,4.23157002468227,4.19019467756138,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
4,2030,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",36.3833512093264,3.05244440790024,1.65589472008016,1.33523100251133,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
5,2035,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",36.3913653257813,3.20744533924835,1.87034381700472,1.58042927185831,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
6,2040,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",36.4628285470941,3.36188895326104,2.03592758702408,1.8021149220696,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
7,2045,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",36.4202672121635,3.51564366879242,2.19404948057609,1.98090178711596,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
8,2050,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",36.1922847863493,3.66746652492301,2.33314613905683,2.14388700399041,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
9,2055,"TBD","ssp2","enerdata35","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",35.8669995137774,3.816007447418,2.46558134958559,2.28860562924751,"TBD_enerdata35_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
1,2015,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",37.6404870858,2.51681522368793,0.85,0.0068,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
10,2060,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",50.9666621709231,4.34418479163413,2.77347700984112,2.56086240749329,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
11,2065,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",51.6925311104203,4.54059561462029,2.92944256325454,2.72343999166414,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
12,2070,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",52.3438934413473,4.73428427803074,3.0807752350558,2.88096162965285,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
13,2075,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",52.8362460001187,4.92490977382729,3.22892296501235,3.03375082142122,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
14,2080,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",53.2015481995937,5.11176467048935,3.37377744773953,3.18299087949861,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
15,2085,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",53.3972031647341,5.29451462787631,3.51555529086539,3.32887746966852,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
16,2090,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",53.4490721452442,5.47267775355333,3.65417773994615,3.47162227107597,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
17,2095,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",53.3506749072295,5.6460231783635,3.7895263769856,3.61121488032459,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
18,2100,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",53.0755871479445,5.81433114850625,3.92149986198406,3.7475622997253,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
19,2105,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",52.6051321812625,5.94788470206477,4.04996372947409,3.8805651525695,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
2,2020,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",40.0304419708018,2.70069677404948,1.08699745278963,0.65156013152,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
20,2110,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",51.9301332039582,6.0757680501307,4.16140095912967,4.01009723122735,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
21,2115,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",51.0535865057548,6.19767863927408,4.26986952502487,4.12579292797992,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
22,2120,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",49.9880303583692,6.31338305932754,4.36963117179529,4.23596233696908,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
23,2125,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",48.7510497567664,6.42273720075086,4.46469382637753,4.33817336107092,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
24,2130,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",47.3598655202658,6.52568294907065,4.55362965547614,4.43491832294362,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
25,2135,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",45.8255912486629,6.62222454076214,4.63762613898679,4.52569196428207,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
26,2140,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",44.1482363989507,6.71238930210709,4.71637800417561,4.61128339360393,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
27,2145,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",42.3122984872094,6.79617793844348,4.79027197944422,4.69164489139122,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
28,2150,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",40.2822163958874,6.8735083591899,4.85926068461712,4.7670609424639,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
29,2155,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",39.6541533645682,6.94415237906926,4.92343756405372,4.83756226821914,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
3,2025,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",43.1559142004564,2.89419422406894,1.44317012375999,0.984521023989784,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
30,2160,"TBD","ssp2","enerdata35","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",39.0592478544772,7.01430794315061,4.98270650226015,4.9032275517066,"TBD_enerdata35_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
