"t","year","experiment_tag","ssp","regional_aggregation","calibration_id","cooperation","climate_module","damage_module","saving_rate","policy","WORLD_E","FORC","TATM","TOCEAN","exp_id"
38,2200,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polSIM_kchgsimulationIMPULSE",56.0060492344148,8.71989633374998,6.22285162486487,6.13920969148038,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polSIM_kchgsimulationIMPULSE"
4,2030,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polSIM_kchgsimulationIMPULSE",45.240439062924,3.08095459020312,1.64829612583965,1.32779286682078,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polSIM_kchgsimulationIMPULSE"
5,2035,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polSIM_kchgsimulationIMPULSE",47.3980784041877,3.29586490746656,1.88046251488753,1.57286844015759,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polSIM_kchgsimulationIMPULSE"
6,2040,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polSIM_kchgsimulationIMPULSE",49.3745900726534,3.51426053306465,2.07196451430176,1.80807289470888,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polSIM_kchgsimulationIMPULSE"
7,2045,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polSIM_kchgsimulationIMPULSE",51.2201298987771,3.73461333659163,2.2633925055366,2.00985989109851,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polSIM_kchgsimulationIMPULSE"
8,2050,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polSIM_kchgsimulationIMPULSE",52.8509649807518,3.95580527395296,2.44074095474045,2.20372578510908,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polSIM_kchgsimulationIMPULSE"
9,2055,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRfix","polSIM_kchgsimulationIMPULSE",54.4267116508533,4.1762383456209,2.61587930764936,2.38496147289817,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRfix_polSIM_kchgsimulationIMPULSE"
1,2015,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",37.6404870858,2.51681522368793,0.85,0.0068,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
10,2060,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",11.3049885353227,3.26707667491177,2.2726295895611,2.20382474977996,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
11,2065,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",10.7032927467549,3.30729917215729,2.31491046733459,2.25643696224023,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
12,2070,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",9.93984207048169,3.34833430050527,2.35385319849932,2.30114923078277,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
13,2075,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",9.01344316568252,3.38833209391509,2.38985225850045,2.34144977295135,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
14,2080,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",7.89457466759169,3.42584010641903,2.42360440386203,2.37846114978785,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
15,2085,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",6.53917324557857,3.45940595897249,2.45490624295368,2.41298032724766,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
16,2090,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",4.9871724853998,3.48740772844771,2.48346979534425,2.44503933925514,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
17,2095,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",3.10886003719775,3.50867986583335,2.50859319756468,2.4744255180056,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
18,2100,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",0.963327668041953,3.52108158620742,2.52970015934089,2.50055212802249,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
19,2105,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",-1.4543623623018,3.49366964492988,2.54559581175749,2.52284042084318,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
2,2020,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",36.4546554316023,2.70069677404948,1.08699745278963,0.65156013152,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
20,2110,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",-4.06744095980004,3.45425516915583,2.54206419746342,2.54024052620217,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
21,2115,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",-6.75879088404843,3.40177659695244,2.53221945899109,2.54163501211566,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
22,2120,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",-8.08796460929031,3.33591897552143,2.50970638723107,2.5344353284452,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
23,2125,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",-9.30829669303856,3.26773587597998,2.47813527196968,2.51552613087692,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
24,2130,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",-10.3719545705776,3.19648231839077,2.44087925118316,2.48693488905211,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
25,2135,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",-11.1846173672064,3.12237708183036,2.39827917947415,2.45171804947713,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
26,2140,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",-11.8247983519683,3.04666851349821,2.35178053456482,2.41085555795507,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
27,2145,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",-12.30234978062,2.96997096746545,2.30229033543996,2.36568333327451,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
28,2150,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",-12.6126176625355,2.8929322853065,2.2506241160607,2.31720933230054,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
29,2155,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",-12.266278156182,2.81632831859084,2.19747188749965,2.26629437406989,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
3,2025,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",31.4556383625282,2.86557830666911,1.44317012375999,0.984521023989784,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
30,2160,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",-11.9106556720991,2.74535535730455,2.14352435347131,2.21366866784058,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
31,2165,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",-11.562010739563,2.67888959168797,2.09141906485859,2.16003221461702,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
32,2170,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",-11.2271493721095,2.61616711659323,2.04078031104404,2.10756657958115,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
33,2175,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",-10.9085026957319,2.55664004398245,1.9922645392793,2.05649788498234,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
34,2180,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",-10.6065418116474,2.49989272912801,1.94567982668501,2.00738130478374,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
35,2185,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",-10.320911809897,2.4455934351638,1.90109941246599,1.96020073892284,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
36,2190,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",-10.0509493754256,2.39346636353515,1.85836060008488,1.9150084013762,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
37,2195,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",-9.79590668328729,2.34327524812632,1.81737273530857,1.8716921729477,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
38,2200,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",-9.55228563632616,2.29481349409736,1.77798456703383,1.83015634780978,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
4,2030,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",26.9061310990144,2.98777651837749,1.64291258261885,1.33523100251133,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
5,2035,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",22.1381474552532,3.080370511077,1.84188956942463,1.57050236880213,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
6,2040,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",16.8735042184521,3.14598100589933,1.97576658641088,1.77802092568805,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
7,2045,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",12.30989415351,3.18343393859022,2.0893980998812,1.92922884577245,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
8,2050,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",12.0835021433079,3.20021483205605,2.16640363543606,2.05170364338229,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
9,2055,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damBURKESR","SRmob","polCBA",11.758287681428,3.23014736146486,2.22364988795336,2.13940997872614,"TBD_enerdata56_ssp2_coop_clWITCHco2_damBURKESR_SRmob_polCBA"
1,2015,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",37.6404870858,2.51681522368793,0.85,0.0068,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
10,2060,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",27.9199117476252,4.01212397622557,2.64164824737625,2.47566418675832,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
11,2065,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",22.1394858932578,4.10316783359422,2.74959644197842,2.60258532617274,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
12,2070,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",14.7369559213507,4.16413143582374,2.84041973426404,2.71499864016915,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
13,2075,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",6.00039675408267,4.18766904460697,2.91226189865865,2.81090295839022,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
14,2080,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",0.77563428903654,4.16829140182637,2.96102012349401,2.88840794375336,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
15,2085,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-3.18554874511208,4.13228769722314,2.98363637845866,2.9439314714568,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
16,2090,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-5.04815920617887,4.08588862968395,2.99064041055907,2.97429217005797,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
17,2095,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-6.01144241073393,4.04103008413834,2.98271686979235,2.986792992752,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
18,2100,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-6.87056712550359,4.00055866536693,2.96850613818871,2.98367615027625,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
19,2105,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-7.75087222743662,3.93301825021047,2.94971619740121,2.97207627007141,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
2,2020,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",40.0459901266905,2.70069677404948,1.08699745278963,0.65156013152,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
20,2110,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-8.63999957653068,3.86598486926754,2.91515678396694,2.95497844820752,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
21,2115,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-9.52249187267651,3.79838639196808,2.87943730580429,2.92452847017965,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
22,2120,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-10.3802240098304,3.72959454623712,2.83755806000583,2.89004912355602,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
23,2125,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-11.1931127868288,3.65927440730365,2.79375130430807,2.84991138038922,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
24,2130,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-11.9401178877352,3.58731400032339,2.74684718146015,2.80696809523712,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
25,2135,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-12.58387034606,3.51378940286143,2.69815271355519,2.7609961214777,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
26,2140,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-13.1159454523435,3.43907289721236,2.64751348258319,2.71294236915644,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
27,2145,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-13.5268023022265,3.36358309405809,2.59553314782293,2.66291160834978,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
28,2150,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-13.8001392454609,3.28781204923567,2.54240747783246,2.61139008905317,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
29,2155,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-13.4050377049561,3.21238964261031,2.48856424064816,2.5586419421328,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
3,2025,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",40.303898621819,2.89431831705381,1.44317012375999,0.984521023989784,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
30,2160,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-13.0095515886407,3.14234375945778,2.43437842231065,2.50505642502434,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
31,2165,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-12.5097463453413,3.07659291139866,2.38227989934061,2.45101188241849,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
32,2170,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-11.9631337582264,3.01539901450154,2.33178217861607,2.39845538046294,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
33,2175,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-12.9190835292535,2.95865573104778,2.28390956376255,2.3474731432812,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
34,2180,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-12.2719387900958,2.89297356412468,2.23858273347957,2.29886870555548,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
35,2185,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-11.7941743135779,2.83395710710634,2.19009271334738,2.25277051854827,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
36,2190,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-12.2247365808437,2.77887444614163,2.14596490397861,2.20484339577228,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
37,2195,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-11.1675901385836,2.71914878373887,2.10250540935979,2.15982145066722,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
38,2200,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",-11.0663156077962,2.66911940909337,2.05819569511253,2.11599424676354,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
4,2030,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",40.8074907626585,3.08027065633967,1.65595101714606,1.33523100251133,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
5,2035,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",40.6002426781281,3.26345734911866,1.88296387518087,1.5804723198939,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
6,2040,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",39.840549120711,3.43957627983067,2.06049886511292,1.81177508907146,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
7,2045,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",38.3077635468658,3.60628220341642,2.23194968766162,2.00196386344604,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
8,2050,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",35.8312818293382,3.75996797313936,2.3811233238965,2.17782450181057,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
9,2055,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHco2","damOFF","SRfix","polCTAX_DIAG_C80_gr5",32.3894668571203,3.89647288970381,2.51948662083607,2.33327869448844,"TBD_enerdata56_ssp2_coop_clWITCHco2_damOFF_SRfix_polCTAX_DIAG_C80_gr5"
1,2015,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHoghg","damBURKESR","SRfix","polCBA",37.6404870858,2.60494018969731,0.85,0.0068,"TBD_enerdata56_ssp2_coop_clWITCHoghg_damBURKESR_SRfix_polCBA"
10,2060,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHoghg","damBURKESR","SRfix","polCBA",11.5079954047563,4.26217037058376,3.02748356695988,2.96248818191948,"TBD_enerdata56_ssp2_coop_clWITCHoghg_damBURKESR_SRfix_polCBA"
11,2065,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHoghg","damBURKESR","SRfix","polCBA",11.010220378769,4.26505623920138,3.05489417107677,3.01218746205093,"TBD_enerdata56_ssp2_coop_clWITCHoghg_damBURKESR_SRfix_polCBA"
12,2070,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHoghg","damBURKESR","SRfix","polCBA",10.3899907552545,4.26643618440594,3.07660536409291,3.04484351438524,"TBD_enerdata56_ssp2_coop_clWITCHoghg_damBURKESR_SRfix_polCBA"
13,2075,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHoghg","damBURKESR","SRfix","polCBA",9.62092421011532,4.26337797452501,3.09038513986753,3.06913048591612,"TBD_enerdata56_ssp2_coop_clWITCHoghg_damBURKESR_SRfix_polCBA"
14,2080,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHoghg","damBURKESR","SRfix","polCBA",8.68437433479816,4.25450484532158,3.09894154079579,3.08538303985009,"TBD_enerdata56_ssp2_coop_clWITCHoghg_damBURKESR_SRfix_polCBA"
15,2085,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHoghg","damBURKESR","SRfix","polCBA",7.52487653430233,4.24149146933156,3.10161561396348,3.09575066420133,"TBD_enerdata56_ssp2_coop_clWITCHoghg_damBURKESR_SRfix_polCBA"
16,2090,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHoghg","damBURKESR","SRfix","polCBA",6.12543179051569,4.21806709450549,3.10017501701008,3.10023534847553,"TBD_enerdata56_ssp2_coop_clWITCHoghg_damBURKESR_SRfix_polCBA"
17,2095,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHoghg","damBURKESR","SRfix","polCBA",4.55446427940646,4.18029854159065,3.09165549710722,3.10018921550162,"TBD_enerdata56_ssp2_coop_clWITCHoghg_damBURKESR_SRfix_polCBA"
18,2100,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHoghg","damBURKESR","SRfix","polCBA",2.72823148727752,4.12780240368963,3.07508024482591,3.09366383434137,"TBD_enerdata56_ssp2_coop_clWITCHoghg_damBURKESR_SRfix_polCBA"
19,2105,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHoghg","damBURKESR","SRfix","polCBA",0.70989343703716,4.05192303486281,3.04946881705685,3.0794537327995,"TBD_enerdata56_ssp2_coop_clWITCHoghg_damBURKESR_SRfix_polCBA"
2,2020,"TBD","ssp2","enerdata56","kaliPUMICE","coop","clWITCHoghg","damBURKESR","SRfix","polCBA",40.0292196667213,3.78492412394225,1.12697696511916,0.65156013152,"TBD_enerdata56_ssp2_coop_clWITCHoghg_damBURKESR_SRfix_polCBA"
